0.0,-15.0,10.0,6.0,1.0,16472.0,19072.0,17907.166666666664
1.0,-16.0,11.0,6.0,1.0,16889.0,19063.0,17946.83333333333
2.0,-17.0,12.0,6.0,1.0,17015.0,18934.0,17987.999999999996
4.0,-16.0,13.0,6.0,1.0,16869.0,18694.0,18029.0
5.0,-15.0,14.0,6.0,1.0,16595.0,18543.0,18067.5
6.0,-15.0,15.0,6.0,1.0,16387.0,18381.0,18103.25
7.0,-14.0,16.0,6.0,1.0,16414.0,18447.0,18138.666666666668
6.0,-14.0,17.0,6.0,1.0,17327.0,19587.0,18165.791666666668
4.0,-14.0,18.0,6.0,1.0,18164.0,20991.0,18185.791666666668
3.0,-14.0,19.0,6.0,1.0,17766.0,20978.0,18200.625
2.0,-14.0,20.0,6.0,1.0,17144.0,20458.0,18216.791666666664
1.0,-14.0,21.0,6.0,1.0,16461.0,19800.0,18234.791666666664
1.0,-15.0,22.0,6.0,1.0,15562.0,18602.0,18264.541666666664
0.0,-15.0,23.0,6.0,1.0,14357.0,17094.0,18302.541666666664
-1.0,-15.0,24.0,6.0,1.0,13086.0,15565.0,18351.291666666664
-2.0,-16.0,1.0,7.0,0.0,12017.0,14592.0,18399.374999999996
-2.0,-16.0,2.0,7.0,0.0,11362.0,14199.0,18441.041666666668
-3.0,-15.0,3.0,7.0,0.0,11030.0,14064.0,18478.583333333336
-3.0,-15.0,4.0,7.0,0.0,10886.0,14088.0,18512.333333333332
-4.0,-15.0,5.0,7.0,0.0,10929.0,14488.0,18532.625
-4.0,-15.0,6.0,7.0,0.0,11279.0,15661.0,18521.708333333332
-4.0,-15.0,7.0,7.0,0.0,11965.0,18103.0,18445.666666666664
-5.0,-15.0,8.0,7.0,0.0,12862.0,19616.0,18343.041666666664
-4.0,-15.0,9.0,7.0,0.0,13957.0,19871.0,18277.75
-2.0,-15.0,10.0,7.0,0.0,14980.0,19953.0,18240.958333333332
1.0,-14.0,11.0,7.0,0.0,15575.0,20015.0,18212.833333333332
4.0,-14.0,12.0,7.0,0.0,15730.0,19922.0,18183.499999999996
6.0,-13.0,13.0,7.0,0.0,15580.0,19678.0,18148.708333333332
8.0,-13.0,14.0,7.0,0.0,15275.0,19467.0,18103.125
10.0,-12.0,15.0,7.0,0.0,14963.0,19239.0,18053.875
10.0,-13.0,16.0,7.0,0.0,14902.0,19297.0,18002.916666666668
9.0,-14.0,17.0,7.0,0.0,15892.0,20238.0,17956.708333333332
7.0,-13.0,18.0,7.0,0.0,16778.0,21471.0,17919.916666666668
6.0,-13.0,19.0,7.0,0.0,16532.0,21334.0,17887.458333333332
4.0,-14.0,20.0,7.0,0.0,15977.0,20846.0,17855.041666666668
3.0,-14.0,21.0,7.0,0.0,15454.0,20232.0,17822.791666666668
3.0,-14.0,22.0,7.0,0.0,14660.0,19316.0,17796.791666666664
2.0,-13.0,23.0,7.0,0.0,13588.0,18006.0,17783.541666666668
2.0,-13.0,24.0,7.0,0.0,12416.0,16735.0,17778.875
1.0,-14.0,1.0,1.0,0.0,11354.0,15746.0,17772.249999999996
1.0,-13.0,2.0,1.0,0.0,10710.0,15199.0,17762.5
0.0,-13.0,3.0,1.0,0.0,10350.0,14965.0,17750.625000000004
0.0,-13.0,4.0,1.0,0.0,10175.0,14898.0,17737.000000000004
0.0,-13.0,5.0,1.0,0.0,10148.0,14975.0,17721.416666666668
0.0,-13.0,6.0,1.0,0.0,10365.0,15399.0,17699.791666666668
-1.0,-13.0,7.0,1.0,0.0,10885.0,16278.0,17662.166666666664
-1.0,-12.0,8.0,1.0,0.0,11406.0,17153.0,17611.958333333332
0.0,-11.0,9.0,1.0,0.0,12297.0,18304.0,17554.499999999996
4.0,-10.0,10.0,1.0,0.0,13204.0,19070.0,17496.124999999996
6.0,-8.0,11.0,1.0,0.0,13910.0,19340.0,17442.666666666668
10.0,-6.0,12.0,1.0,0.0,14310.0,19218.0,17394.374999999996
14.0,-5.0,13.0,1.0,0.0,14559.0,18843.0,17355.0
16.0,-4.0,14.0,1.0,0.0,14582.0,18373.0,17323.916666666664
19.0,-2.0,15.0,1.0,0.0,14629.0,18057.0,17298.458333333336
20.0,-2.0,16.0,1.0,0.0,14856.0,18074.0,17280.04166666667
20.0,-1.0,17.0,1.0,0.0,16003.0,19129.0,17265.25
20.0,0.0,18.0,1.0,0.0,17048.0,20588.0,17239.125
20.0,2.0,19.0,1.0,0.0,16896.0,20555.0,17210.125
21.0,2.0,20.0,1.0,0.0,16427.0,20068.0,17178.666666666668
21.0,4.0,21.0,1.0,0.0,15797.0,19458.0,17142.583333333336
21.0,5.0,22.0,1.0,0.0,14734.0,18692.0,17086.833333333332
22.0,6.0,23.0,1.0,0.0,13403.0,17688.0,17013.625
23.0,7.0,24.0,1.0,0.0,12263.0,16623.0,16926.249999999996
22.0,10.0,1.0,2.0,1.0,11444.0,15587.0,16846.708333333332
22.0,15.0,2.0,2.0,1.0,11045.0,14965.0,16778.375
22.0,18.0,3.0,2.0,1.0,10895.0,14680.0,16715.791666666668
22.0,19.0,4.0,2.0,1.0,10908.0,14571.0,16656.208333333336
22.0,20.0,5.0,2.0,1.0,11310.0,14601.0,16609.125
22.0,20.0,6.0,2.0,1.0,12582.0,14880.0,16595.791666666668
23.0,20.0,7.0,2.0,1.0,14895.0,15375.0,16646.583333333332
23.0,19.0,8.0,2.0,1.0,16562.0,15948.0,16731.583333333332
23.0,19.0,9.0,2.0,1.0,16988.0,16925.0,16796.208333333332
24.0,20.0,10.0,2.0,1.0,17324.0,17669.0,16835.416666666664
25.0,20.0,11.0,2.0,1.0,17618.0,18057.0,16861.58333333333
26.0,20.0,12.0,2.0,1.0,17778.0,18059.0,16880.70833333333
27.0,21.0,13.0,2.0,1.0,17734.0,17898.0,16898.166666666664
28.0,22.0,14.0,2.0,1.0,17732.0,17627.0,16921.416666666664
29.0,22.0,15.0,2.0,1.0,17607.0,17446.0,16946.416666666668
29.0,23.0,16.0,2.0,1.0,17800.0,17632.0,16965.708333333332
30.0,23.0,17.0,2.0,1.0,18840.0,18774.0,16977.5
29.0,24.0,18.0,2.0,1.0,19579.0,19961.0,16986.25
29.0,24.0,19.0,2.0,1.0,19319.0,19859.0,16995.083333333336
28.0,25.0,20.0,2.0,1.0,18725.0,19313.0,17006.416666666668
28.0,25.0,21.0,2.0,1.0,17865.0,18592.0,17016.291666666668
28.0,25.0,22.0,2.0,1.0,16581.0,17354.0,17026.208333333332
28.0,24.0,23.0,2.0,1.0,14903.0,15931.0,17023.5
28.0,24.0,24.0,2.0,1.0,13429.0,14526.0,17016.041666666664
27.0,22.0,1.0,3.0,1.0,12496.0,13678.0,17003.333333333332
26.0,22.0,2.0,3.0,1.0,12000.0,13325.0,16987.249999999996
27.0,21.0,3.0,3.0,1.0,11781.0,13178.0,16967.791666666664
26.0,21.0,4.0,3.0,1.0,11788.0,13141.0,16950.95833333333
25.0,20.0,5.0,3.0,1.0,12145.0,13471.0,16933.124999999996
25.0,19.0,6.0,3.0,1.0,13354.0,14560.0,16919.791666666664
25.0,20.0,7.0,3.0,1.0,15630.0,16594.0,16918.916666666668
26.0,21.0,8.0,3.0,1.0,16950.0,17988.0,16919.208333333336
27.0,22.0,9.0,3.0,1.0,17031.0,18476.0,16909.125
29.0,24.0,10.0,3.0,1.0,17043.0,18610.0,16893.750000000004
31.0,26.0,11.0,3.0,1.0,17261.0,18685.0,16875.958333333332
33.0,27.0,12.0,3.0,1.0,17223.0,18518.0,16854.25
35.0,28.0,13.0,3.0,1.0,16957.0,18317.0,16829.75
36.0,28.0,14.0,3.0,1.0,16846.0,18185.0,16805.625
36.0,29.0,15.0,3.0,1.0,16675.0,18046.0,16784.791666666668
33.0,25.0,16.0,3.0,1.0,16888.0,18095.0,16771.333333333332
30.0,18.0,17.0,3.0,1.0,18068.0,19057.0,16761.208333333332
27.0,10.0,18.0,3.0,1.0,19548.0,20171.0,16768.208333333332
22.0,3.0,19.0,3.0,1.0,19527.0,20071.0,16790.625
19.0,-1.0,20.0,3.0,1.0,19180.0,19585.0,16822.375
16.0,-3.0,21.0,3.0,1.0,18572.0,18829.0,16862.791666666668
13.0,-3.0,22.0,3.0,1.0,17371.0,17592.0,16909.041666666668
10.0,-9.0,23.0,3.0,1.0,15754.0,15866.0,16963.750000000004
8.0,-11.0,24.0,3.0,1.0,14315.0,14347.0,17026.750000000004
6.0,-14.0,1.0,4.0,1.0,13415.0,13373.0,17095.416666666668
3.0,-16.0,2.0,4.0,1.0,12990.0,12939.0,17169.499999999996
2.0,-18.0,3.0,4.0,1.0,12832.0,12711.0,17253.625
0.0,-19.0,4.0,4.0,1.0,12866.0,12737.0,17340.041666666664
-2.0,-20.0,5.0,4.0,1.0,13233.0,13043.0,17430.833333333332
-3.0,-21.0,6.0,4.0,1.0,14495.0,14240.0,17523.124999999996
-4.0,-22.0,7.0,4.0,1.0,16855.0,16573.0,17617.083333333332
-5.0,-22.0,8.0,4.0,1.0,18233.0,17995.0,17710.249999999996
-5.0,-23.0,9.0,4.0,1.0,18421.0,18234.0,17799.125
-4.0,-23.0,10.0,4.0,1.0,18417.0,18241.0,17892.416666666664
-2.0,-21.0,11.0,4.0,1.0,18532.0,18258.0,17985.541666666664
0.0,-20.0,12.0,4.0,1.0,18503.0,17997.0,18085.958333333336
2.0,-20.0,13.0,4.0,1.0,18356.0,17729.0,18189.16666666667
3.0,-19.0,14.0,4.0,1.0,18302.0,17606.0,18291.541666666668
4.0,-18.0,15.0,4.0,1.0,18205.0,17546.0,18387.833333333332
4.0,-18.0,16.0,4.0,1.0,18326.0,17772.0,18481.125
4.0,-19.0,17.0,4.0,1.0,19397.0,18814.0,18576.416666666664
4.0,-18.0,18.0,4.0,1.0,20786.0,20339.0,18665.5
3.0,-18.0,19.0,4.0,1.0,20668.0,20609.0,18740.916666666668
3.0,-18.0,20.0,4.0,1.0,20206.0,20347.0,18803.0
2.0,-17.0,21.0,4.0,1.0,19522.0,19799.0,18857.333333333332
2.0,-15.0,22.0,4.0,1.0,18295.0,18702.0,18903.916666666664
2.0,-11.0,23.0,4.0,1.0,16598.0,17179.0,18944.70833333333
1.0,-8.0,24.0,4.0,1.0,15138.0,15859.0,18980.624999999996
1.0,-7.0,1.0,5.0,1.0,14186.0,15021.0,19012.541666666664
1.0,-7.0,2.0,5.0,1.0,13757.0,14717.0,19039.25
1.0,-6.0,3.0,5.0,1.0,13593.0,14730.0,19058.458333333332
0.0,-7.0,4.0,5.0,1.0,13612.0,14811.0,19074.708333333336
0.0,-8.0,5.0,5.0,1.0,13963.0,15222.0,19087.333333333336
-1.0,-8.0,6.0,5.0,1.0,15158.0,16455.0,19095.0
-2.0,-9.0,7.0,5.0,1.0,17498.0,18828.0,19092.875
-1.0,-10.0,8.0,5.0,1.0,18924.0,20231.0,19090.583333333336
-2.0,-11.0,9.0,5.0,1.0,19042.0,20367.0,19098.166666666668
-1.0,-12.0,10.0,5.0,1.0,19072.0,20480.0,19103.833333333332
0.0,-12.0,11.0,5.0,1.0,19063.0,20493.0,19110.416666666664
2.0,-13.0,12.0,5.0,1.0,18934.0,20407.0,19112.875
4.0,-12.0,13.0,5.0,1.0,18694.0,20206.0,19111.791666666664
5.0,-13.0,14.0,5.0,1.0,18543.0,20063.0,19109.749999999996
5.0,-14.0,15.0,5.0,1.0,18381.0,19857.0,19109.624999999996
5.0,-15.0,16.0,5.0,1.0,18447.0,20011.0,19109.333333333332
4.0,-17.0,17.0,5.0,1.0,19587.0,21101.0,19111.458333333332
1.0,-19.0,18.0,5.0,1.0,20991.0,22477.0,19119.999999999996
-1.0,-20.0,19.0,5.0,1.0,20978.0,22419.0,19136.625
-2.0,-19.0,20.0,5.0,1.0,20458.0,21837.0,19161.75
-3.0,-20.0,21.0,5.0,1.0,19800.0,21103.0,19190.208333333336
-4.0,-21.0,22.0,5.0,1.0,18602.0,19820.0,19226.291666666668
-6.0,-23.0,23.0,5.0,1.0,17094.0,18158.0,19268.000000000004
-7.0,-23.0,24.0,5.0,1.0,15565.0,16721.0,19313.875
-7.0,-24.0,1.0,6.0,1.0,14592.0,15787.0,19361.333333333332
-7.0,-22.0,2.0,6.0,1.0,14199.0,15358.0,19409.583333333336
-6.0,-21.0,3.0,6.0,1.0,14064.0,15191.0,19454.75
-7.0,-21.0,4.0,6.0,1.0,14088.0,15201.0,19500.708333333332
-7.0,-21.0,5.0,6.0,1.0,14488.0,15525.0,19543.416666666664
-6.0,-21.0,6.0,6.0,1.0,15661.0,16639.0,19579.70833333333
-7.0,-21.0,7.0,6.0,1.0,18103.0,18777.0,19599.124999999996
-7.0,-20.0,8.0,6.0,1.0,19616.0,20176.0,19615.833333333332
-6.0,-20.0,9.0,6.0,1.0,19871.0,20549.0,19644.583333333332
-3.0,-18.0,10.0,6.0,1.0,19953.0,20616.0,19682.833333333332
0.0,-15.0,11.0,6.0,1.0,20015.0,20651.0,19725.08333333333
3.0,-13.0,12.0,6.0,1.0,19922.0,20466.0,19767.125
6.0,-11.0,13.0,6.0,1.0,19678.0,20180.0,19804.708333333336
9.0,-8.0,14.0,6.0,1.0,19467.0,20014.0,19833.95833333334
11.0,-7.0,15.0,6.0,1.0,19239.0,19854.0,19853.916666666668
12.0,-6.0,16.0,6.0,1.0,19297.0,20004.0,19861.58333333334
11.0,-5.0,17.0,6.0,1.0,20238.0,21152.0,19844.66666666667
10.0,-5.0,18.0,6.0,1.0,21471.0,22682.0,19813.375000000004
10.0,-4.0,19.0,6.0,1.0,21334.0,22818.0,19771.208333333332
10.0,-4.0,20.0,6.0,1.0,20846.0,22440.0,19716.875
10.0,-3.0,21.0,6.0,1.0,20232.0,21786.0,19660.45833333333
10.0,-2.0,22.0,6.0,1.0,19316.0,20686.0,19607.208333333332
10.0,-2.0,23.0,6.0,1.0,18006.0,19159.0,19561.874999999996
10.0,-2.0,24.0,6.0,1.0,16735.0,17822.0,19518.374999999996
11.0,-1.0,1.0,7.0,0.0,15746.0,16926.0,19472.249999999996
11.0,-1.0,2.0,7.0,0.0,15199.0,16516.0,19419.66666666666
12.0,0.0,3.0,7.0,0.0,14965.0,16275.0,19361.70833333333
12.0,1.0,4.0,7.0,0.0,14898.0,16304.0,19296.25
12.0,1.0,5.0,7.0,0.0,14975.0,16550.0,19222.791666666664
12.0,2.0,6.0,7.0,0.0,15399.0,17510.0,19124.916666666668
12.0,2.0,7.0,7.0,0.0,16278.0,19243.0,18986.291666666668
14.0,3.0,8.0,7.0,0.0,17153.0,20577.0,18826.0
15.0,3.0,9.0,7.0,0.0,18304.0,21239.0,18672.375
18.0,4.0,10.0,7.0,0.0,19070.0,21534.0,18530.958333333332
21.0,5.0,11.0,7.0,0.0,19340.0,21665.0,18387.083333333332
25.0,6.0,12.0,7.0,0.0,19218.0,21475.0,18239.5
27.0,6.0,13.0,7.0,0.0,18843.0,21082.0,18083.416666666668
30.0,6.0,14.0,7.0,0.0,18373.0,20716.0,17921.25
31.0,7.0,15.0,7.0,0.0,18057.0,20333.0,17760.458333333336
32.0,7.0,16.0,7.0,0.0,18074.0,20188.0,17605.875
31.0,7.0,17.0,7.0,0.0,19129.0,20746.0,17467.333333333336
29.0,7.0,18.0,7.0,0.0,20588.0,21931.0,17335.583333333336
27.0,8.0,19.0,7.0,0.0,20555.0,21806.0,17204.583333333336
27.0,8.0,20.0,7.0,0.0,20068.0,21136.0,17077.708333333336
25.0,8.0,21.0,7.0,0.0,19458.0,20432.0,16955.5
25.0,9.0,22.0,7.0,0.0,18692.0,19408.0,16845.25
25.0,10.0,23.0,7.0,0.0,17688.0,18071.0,16745.624999999996
26.0,11.0,24.0,7.0,0.0,16623.0,16778.0,16656.374999999996
25.0,11.0,1.0,1.0,0.0,15587.0,15819.0,16563.583333333332
26.0,12.0,2.0,1.0,0.0,14965.0,15254.0,16472.249999999996
25.0,13.0,3.0,1.0,0.0,14680.0,14884.0,16382.666666666668
26.0,15.0,4.0,1.0,0.0,14571.0,14733.0,16293.208333333334
26.0,17.0,5.0,1.0,0.0,14601.0,14787.0,16201.166666666666
26.0,18.0,6.0,1.0,0.0,14880.0,15161.0,16102.333333333336
26.0,20.0,7.0,1.0,0.0,15375.0,15916.0,15994.000000000002
27.0,22.0,8.0,1.0,0.0,15948.0,16730.0,15882.458333333336
28.0,25.0,9.0,1.0,0.0,16925.0,17552.0,15782.375000000002
29.0,27.0,10.0,1.0,0.0,17669.0,18140.0,15694.333333333336
30.0,28.0,11.0,1.0,0.0,18057.0,18212.0,15628.000000000002
30.0,29.0,12.0,1.0,0.0,18059.0,17933.0,15584.958333333334
31.0,29.0,13.0,1.0,0.0,17898.0,17336.0,15569.875
31.0,29.0,14.0,1.0,0.0,17627.0,16824.0,15568.999999999998
31.0,29.0,15.0,1.0,0.0,17446.0,16474.0,15573.541666666666
31.0,29.0,16.0,1.0,0.0,17632.0,16478.0,15574.166666666666
31.0,29.0,17.0,1.0,0.0,18774.0,17421.0,15562.666666666664
30.0,29.0,18.0,1.0,0.0,19961.0,18769.0,15529.333333333332
30.0,27.0,19.0,1.0,0.0,19859.0,18662.0,15499.916666666666
30.0,26.0,20.0,1.0,0.0,19313.0,18091.0,15482.5
28.0,23.0,21.0,1.0,0.0,18592.0,17499.0,15464.583333333334
27.0,21.0,22.0,1.0,0.0,17354.0,16762.0,15440.000000000002
26.0,19.0,23.0,1.0,0.0,15931.0,15680.0,15414.333333333336
25.0,17.0,24.0,1.0,0.0,14526.0,14636.0,15388.375000000002
24.0,16.0,1.0,2.0,0.0,13678.0,13592.0,15375.416666666668
24.0,15.0,2.0,2.0,0.0,13325.0,13062.0,15369.750000000002
22.0,14.0,3.0,2.0,0.0,13178.0,12734.0,15371.333333333334
21.0,12.0,4.0,2.0,0.0,13141.0,12586.0,15381.0
20.0,11.0,5.0,2.0,0.0,13471.0,12578.0,15405.166666666666
20.0,10.0,6.0,2.0,0.0,14560.0,12789.0,15460.75
20.0,9.0,7.0,2.0,0.0,16594.0,13316.0,15556.333333333332
19.0,7.0,8.0,2.0,0.0,17988.0,14053.0,15669.791666666666
19.0,7.0,9.0,2.0,0.0,18476.0,15150.0,15767.875
19.0,6.0,10.0,2.0,0.0,18610.0,16027.0,15851.958333333334
21.0,6.0,11.0,2.0,0.0,18685.0,16620.0,15928.0
21.0,6.0,12.0,2.0,0.0,18518.0,16900.0,15992.666666666668
23.0,6.0,13.0,2.0,0.0,18317.0,16974.0,16050.666666666668
22.0,6.0,14.0,2.0,0.0,18185.0,16803.0,16103.041666666666
23.0,5.0,15.0,2.0,0.0,18046.0,16583.0,16159.583333333334
22.0,5.0,16.0,2.0,0.0,18095.0,16493.0,16221.208333333334
21.0,4.0,17.0,2.0,0.0,19057.0,17145.0,16295.25
19.0,3.0,18.0,2.0,0.0,20171.0,17969.0,16404.708333333332
18.0,3.0,19.0,2.0,0.0,20071.0,17956.0,16518.958333333332
17.0,4.0,20.0,2.0,0.0,19585.0,17673.0,16631.416666666664
17.0,3.0,21.0,2.0,0.0,18829.0,17069.0,16736.791666666664
16.0,4.0,22.0,2.0,0.0,17592.0,16172.0,16827.375
16.0,4.0,23.0,2.0,0.0,15866.0,15064.0,16900.541666666668
15.0,4.0,24.0,2.0,0.0,14347.0,14013.0,16958.041666666664
15.0,3.0,1.0,3.0,1.0,13373.0,13281.0,17005.874999999996
15.0,3.0,2.0,3.0,1.0,12939.0,12926.0,17049.791666666664
15.0,3.0,3.0,3.0,1.0,12711.0,12772.0,17095.041666666668
15.0,3.0,4.0,3.0,1.0,12737.0,12818.0,17138.791666666664
14.0,3.0,5.0,3.0,1.0,13043.0,13158.0,17182.083333333332
14.0,3.0,6.0,3.0,1.0,14240.0,14123.0,17235.208333333332
14.0,2.0,7.0,3.0,1.0,16573.0,15610.0,17319.375
13.0,2.0,8.0,3.0,1.0,17995.0,16776.0,17411.0
14.0,2.0,9.0,3.0,1.0,18234.0,17504.0,17481.125
16.0,2.0,10.0,3.0,1.0,18241.0,18045.0,17521.25
17.0,2.0,11.0,3.0,1.0,18258.0,18445.0,17546.333333333336
19.0,2.0,12.0,3.0,1.0,17997.0,18452.0,17560.583333333332
20.0,2.0,13.0,3.0,1.0,17729.0,18366.0,17575.333333333332
21.0,3.0,14.0,3.0,1.0,17606.0,18060.0,17593.875
22.0,3.0,15.0,3.0,1.0,17546.0,17940.0,17608.291666666668
22.0,3.0,16.0,3.0,1.0,17772.0,17972.0,17623.375000000004
21.0,3.0,17.0,3.0,1.0,18814.0,18922.0,17634.416666666668
19.0,3.0,18.0,3.0,1.0,20339.0,20596.0,17646.875
18.0,3.0,19.0,3.0,1.0,20609.0,20698.0,17661.541666666664
17.0,3.0,20.0,3.0,1.0,20347.0,20372.0,17673.958333333332
17.0,3.0,21.0,3.0,1.0,19799.0,19598.0,17689.624999999996
17.0,1.0,22.0,3.0,1.0,18702.0,18346.0,17706.125
16.0,1.0,23.0,3.0,1.0,17179.0,16820.0,17721.916666666664
15.0,1.0,24.0,3.0,1.0,15859.0,15393.0,17733.249999999996
14.0,1.0,1.0,4.0,1.0,15021.0,14429.0,17746.33333333333
14.0,1.0,2.0,4.0,1.0,14717.0,13980.0,17759.666666666664
13.0,1.0,3.0,4.0,1.0,14730.0,13858.0,17768.708333333332
13.0,1.0,4.0,4.0,1.0,14811.0,13868.0,17779.999999999996
13.0,1.0,5.0,4.0,1.0,15222.0,14197.0,17789.041666666668
12.0,1.0,6.0,4.0,1.0,16455.0,15398.0,17798.583333333332
12.0,1.0,7.0,4.0,1.0,18828.0,17630.0,17810.708333333332
12.0,1.0,8.0,4.0,1.0,20231.0,18975.0,17817.375000000004
14.0,2.0,9.0,4.0,1.0,20367.0,19187.0,17818.791666666668
15.0,2.0,10.0,4.0,1.0,20480.0,19008.0,17823.833333333332
18.0,2.0,11.0,4.0,1.0,20493.0,19047.0,17822.916666666668
20.0,3.0,12.0,4.0,1.0,20407.0,18794.0,17820.75
22.0,4.0,13.0,4.0,1.0,20206.0,18720.0,17807.833333333336
24.0,5.0,14.0,4.0,1.0,20063.0,18505.0,17794.125
25.0,5.0,15.0,4.0,1.0,19857.0,18286.0,17778.083333333336
25.0,5.0,16.0,4.0,1.0,20011.0,18334.0,17760.499999999996
25.0,5.0,17.0,4.0,1.0,21101.0,19187.0,17743.0
23.0,5.0,18.0,4.0,1.0,22477.0,20895.0,17723.333333333332
21.0,4.0,19.0,4.0,1.0,22419.0,21050.0,17703.333333333332
19.0,4.0,20.0,4.0,1.0,21837.0,20670.0,17683.375000000004
18.0,3.0,21.0,4.0,1.0,21103.0,19974.0,17664.29166666667
17.0,3.0,22.0,4.0,1.0,19820.0,18742.0,17650.333333333336
15.0,3.0,23.0,4.0,1.0,18158.0,17199.0,17632.875000000004
14.0,3.0,24.0,4.0,1.0,16721.0,15665.0,17620.750000000004
13.0,3.0,1.0,5.0,1.0,15787.0,14743.0,17610.333333333336
14.0,4.0,2.0,5.0,1.0,15358.0,14300.0,17600.375
14.0,5.0,3.0,5.0,1.0,15191.0,14075.0,17590.583333333336
16.0,5.0,4.0,5.0,1.0,15201.0,14139.0,17574.125000000004
16.0,6.0,5.0,5.0,1.0,15525.0,14414.0,17557.541666666668
17.0,7.0,6.0,5.0,1.0,16639.0,15627.0,17539.208333333332
18.0,8.0,7.0,5.0,1.0,18777.0,17921.0,17518.874999999996
19.0,8.0,8.0,5.0,1.0,20176.0,19135.0,17506.04166666666
19.0,9.0,9.0,5.0,1.0,20549.0,19221.0,17495.749999999996
21.0,10.0,10.0,5.0,1.0,20616.0,19129.0,17488.5
23.0,11.0,11.0,5.0,1.0,20651.0,19025.0,17487.583333333336
25.0,13.0,12.0,5.0,1.0,20466.0,18742.0,17491.125
28.0,15.0,13.0,5.0,1.0,20180.0,18410.0,17495.249999999996
30.0,17.0,14.0,5.0,1.0,20014.0,18176.0,17498.249999999996
32.0,19.0,15.0,5.0,1.0,19854.0,17901.0,17499.208333333332
33.0,20.0,16.0,5.0,1.0,20004.0,17912.0,17499.833333333332
32.0,20.0,17.0,5.0,1.0,21152.0,18767.0,17496.291666666668
31.0,22.0,18.0,5.0,1.0,22682.0,20423.0,17480.958333333336
29.0,20.0,19.0,5.0,1.0,22818.0,20570.0,17459.583333333332
27.0,15.0,20.0,5.0,1.0,22440.0,20191.0,17437.583333333336
26.0,10.0,21.0,5.0,1.0,21786.0,19516.0,17417.958333333336
24.0,7.0,22.0,5.0,1.0,20686.0,18407.0,17398.29166666667
22.0,6.0,23.0,5.0,1.0,19159.0,16780.0,17380.875
20.0,2.0,24.0,5.0,1.0,17822.0,15374.0,17364.333333333336
18.0,0.0,1.0,6.0,1.0,16926.0,14493.0,17351.166666666664
16.0,-1.0,2.0,6.0,1.0,16516.0,14061.0,17340.666666666664
15.0,-2.0,3.0,6.0,1.0,16275.0,13840.0,17333.749999999996
14.0,-2.0,4.0,6.0,1.0,16304.0,13744.0,17332.41666666666
13.0,-2.0,5.0,6.0,1.0,16550.0,14016.0,17334.541666666664
12.0,-2.0,6.0,6.0,1.0,17510.0,15187.0,17338.791666666664
11.0,-3.0,7.0,6.0,1.0,19243.0,17433.0,17347.374999999996
10.0,-3.0,8.0,6.0,1.0,20577.0,18827.0,17353.458333333332
